Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
DigiSparsh,FinTech,Seed,0.0,Mumbai,,GoAhead Ventures
CoffeeMug.ai,Networking,Pre-seed,620000.0,New Delhi,,"Paradigm Shift Capital, AngelList India"
Pathfndr.io,SaaS startup,Pre-series A,0.0,Bangalore,,Arali Ventures
BigLeap,Recruitment,0,600000.0,Hyderabad,,Anup Kumar Yama
Kazam,EV startup,Seed,900000.0,Bangalore,,Inflection Point Ventures
MYRE Capital,Commercial Real Estate,$6000000,0.0,Mumbai,,Aryaman Vir
BimaPe,FinTech,Pre-seed,500000.0,Mumbai,,"iSeed, Titan Capital"
MicroDegree,EdTech,0,0.0,Mangalore,,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,$1000000,0.0,Ahmadabad,,Sushil Agarwal
Synapsica,HealthCare,Series A,4000000.0,New Delhi,,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,Seed,0.0,Gurugram,,9Unicorns
Plutomen,AR startup,0,300000.0,Ahmadabad,,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,Series C,42000000.0,Gurugram,,"Tiger Global, Sequoia"
Grinntech,Automotive,0,2000000.0,Chennai,,0
Nobel Hygiene,HealthCare,0,60000000.0,Mumbai,,Quadria Capital
Green Cure,HealthCare,Pre-series A,0.0,New Delhi,,Venture Catalysts
Classplus,EdTech,Series C,65000000.0,Noida,,Tiger Global
WINDO,E-commerce,Seed,500000.0,Hyderabad,,Unicorn India Ventures
ApnaKlub,E-commerce,Pre-series A,0.0,Bangalore,,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,0,0.0,New Delhi,,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,0,0.0,Mumbai,,Ashish Shah
Navars,EdTech,0,0.0,Hyderabad,,Faad Network
GoBolt,Logistics,Series B,20000000.0,Gurugram,,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,Seed,9000000.0,Bangalore,,"Krafton, Lumikai"
Auric,HealthCare,Pre-series A,2000000.0,New Delhi,,Venture Catalysts
Edmingle,EdTech,0,300000.0,Bangalore,,"Indovation Fund, Mumbai Angels"
Slice,FinTech,0,20000000.0,Bangalore,,"Gunosy, Blume Ventures"
Humit,Music,Pre-seed,0.0,Bangalore,,Antler India
Airblack,IT startup,Series A,5200000.0,Gurugram,,"Edge Ventures, Elevation Capital"
NIRAMAI,HealthCare,0,0.0,Bangalore,,CDC Group
Intervue,SaaS startup,Seed,0.0,New Delhi,,"Titan Capital, Kunal Shah"
Nestroots,Fashion,Seed,100000.0,Gurugram,,We Founder Circle
Detect Technologies,Automation,0,12000000.0,Chennai,,"Accel Partners, Elevation Capital"
CredR,Automotive,0,6500000.0,Bangalore,,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,0,125000000.0,Hyderabad,,"Norfund, The Rise Fund"
TABLT,HealthCare,Seies A,3000000.0,Kolkata,,Siti Cable
Hesa,IT startup,Seed,2000000.0,Hyderabad,,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,Seed,0.0,Gurugram,,Crossbeam Venture Partners
Nalanda Learning,EdTech,0,5000000.0,Kolkata,,Aavishkaar Capital
Chargeup,Renewable Energy,Pre-series A,0.0,New Delhi,,Mapmyindia
Knackit,IT startup,0,100000.0,Bangalore,,Jyoti Bansal
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,,Accor
Raptee Energy,Automotive,0,700000.0,Chennai,,0
Meddo,HealthCare,0,6000000.0,Gurugram,,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,Seed,0.0,Bangalore,,Titan Capital
Cancer Clinics,HealthCare,Pre-series A,0.0,Telugana,,Axilor
Velocity,FinTech,Seed,0.0,Bangalore,,Valar Ventures
Happy Jars,Food & Beverages,Seed,0.0,New Delhi,,Inflection Point Ventures
Inshorts,Media,0,0.0,Noida,,"Addition, SIG Global India Fund"
ExtraaEdge,MarTech,Pre-series A,0.0,Pune,,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech Startup,Seed,0.0,Pune,,Alfa Ventures
Voiro,Advertisement,Pre-series A,0.0,Bangalore,,1Crowd
Dream Sports,Gaming,0,0.0,Mumbai,,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,AgriTech,0,0.0,New Delhi,,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,0,0.0,Bangalore,,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,Pre-series A,0.0,Bangalore,,Quona Capital
Moneyboxx,FinTech,Debt,0.0,Mumbai,,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,Series A,0.0,Gurugram,,"WaterBridge Ventures, SAIF Partners"
Janani,Heathcare,Seed,0.0,Bangalore,,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,AgriTech,Seed,0.0,Bangalore,,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,0,0.0,New Delhi,,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,Series A,0.0,Gurugram,,"PayU, Google"
Homingos,Augmented reality,0,0.0,Bangalore,,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech Startup,0,0.0,Mumbai,,"Titan Capital, First Cheque"
Five Star Finance,FinTech,0,0.0,Chennai,,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,Pre-series A,0.0,Bangalore,,MaGEHold Pte. Ltd.
BYJU'S,EdTech,Series F,0.0,Bangalore,,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,0,0.0,Bhubaneswar,,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,HealthCare,Series B,0.0,Bangalore,,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,Series A,0.0,Bangalore,,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C Fashion,0,0.0,Mumbai,,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,0,0.0,New Delhi,,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,Series B,0.0,Bangalore,,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,0,0.0,Bangalore,,Y Combinator
NeoDove,AI startup,Seed,0.0,Jaipur,,India Quotient
Zaara Biotech,BioTechnology,0,0.0,Kottayam,,TCN International Commerce
KreditBee,FinTech,Seed,0.0,Bangalore,,"Alpine Capital, PremjiInvest"
True Balance,FinTech,Debt,0.0,Gurugram,,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,Seed,0.0,Bangalore,,0
Purplle,Beauty products,0,0.0,Mumbai,,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech Startup,Series A,0.0,Bangalore,,Elevation Capital
Jeevam Health,Health care,Pre-seed,0.0,New Delhi,,Y Combinator
NewLink Group,Tech Startup,0,0.0,Beijing,,Bain Capital
OZiva,Heathcare,Series B,0.0,Mumbai,,"F-Prime Capital, Eight Roads Ventures India"
Blive,Tourism,Pre-series A,0.0,Panaji,,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Gaming,0,0.0,Mumbai,,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,Automotive,Series A,0.0,New Delhi,,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,Seed,0.0,Bangalore,,"Techstars, Ryan Johnson"
Prescinto,Solar,Seed,0.0,Gujarat,,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,Series C,0.0,Mumbai,,Bessemer Venture Partners
Chirrup,Gaming,Pre-seed,0.0,Bangalore,,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,0,0.0,Gurugram,,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,0,0.0,Bangalore,,Angel investors
Juicy Chemistry,HealthCare,Series A,0.0,Coimbatore,,Akya Ventures
Svasti Microfinance,FinTech,0,0.0,Mumbai,,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,0,0.0,New Delhi,,Titan Capital
Wysa,AI startup,0,0.0,Bangalore,,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,0,0.0,Mumbai,,0
Indifi,FinTech,Debt,0.0,Gurugram,,"Elevar Equity, Accel India"
Firmway,FinTech,Pre-seed,0.0,Mumbai,,0
Say Cheese,FemTech,Seed,0.0,Mumbai,,0
Indic Inspirations,Cultural,0,0.0,Pune,,Marquee investors
Bimaplan,FinTech,Seed,0.0,Mumbai,,"Titan Capital, Y Combinator"
YAP,FinTech,Series B,0.0,Chennai,,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,Series B,0.0,Bangalore,,Jungle Ventures
BlackSoil NBFC,FinTech,0,0.0,Mumbai,,0
OYO,Hospitality,0,0.0,Gurugram,,Hindustan Media Venture
Max Healthcare,HealthCare,0,0.0,New Delhi,,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,Pre-series A,0.0,Bangalore,,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,Seed,0.0,New Delhi,,Richard Rekhy
Stylework,Co-working,Pre-series A,0.0,Gurugram,,Inflection Point Ventures
Kinara Capital,FinTech,0,0.0,Bangalore,,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,Series A,0.0,Bangalore,,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,0,0.0,Gurugram,,Krafton
Quizizz,EdTech,Series A,0.0,Bangalore,,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,0,0.0,New Delhi,,"CDC Group, Partners Group"
Turtlemint,InsureTech,Series D,0.0,Mumbai,,Jungle Ventures
Captain Fresh,Supply chain platform,Seed,0.0,Bangalore,,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,Debt,0.0,Chennai,,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,Seed,0.0,Bangalore,,Angel investors
IGL,Gaming,0,0.0,Mumbai,,"Hungama, Hindustan Talkies"
AMPM,E-commerce,0,0.0,Gurugram,,Agility Venture Partners
The ePlane,Drone,Seed,0.0,Chennai,,"Speciale Invest, Farid Ahsan"
Cashify,E-commerce,0,0.0,Gurugram,,"Bessemer Venture Partners, CDH Investments"
Bijnis,B2B service,0,0.0,New Delhi,,"Sequoia Capital India, Matrix Partners India"
Questt,EdTech,Seed,0.0,Gurugram,,"Chiratae Ventures, AET Fund"
DealShare,E-commerce,Debt,0.0,Jaipur,,"Omidyar Network, Falcon Edge Capital"
Euler Motors,Automotive,Series A,0.0,New Delhi,,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,FinTech,0,0.0,Mumbai,,Avendus
KoineArth,Blockchain startup,Pre-series A,0.0,Bangalore,,YourNest
ImaginXP,EdTech,0,0.0,Pune,,Venture Catalysts
Virohan,EdTech,0,0.0,Gurugram,,"National Skill Development Corporation, Rianta Capital"
Apna.co,Recruitment,0,0.0,Bangalore,,"Sequoia Capital India, Rocketship.vc"
ideaForge,Drone,0,0.0,Mumbai,,"Infosys, Qualcomm Ventures"
Clairco,CleanTech,0,0.0,Bangalore,,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,FinTech,Debt,0.0,Chennai,,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,Fashion,0,0.0,"Faridabad, Haryana",,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,Automotive,Seed,0.0,New Delhi,,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,EdTech,Series A,0.0,Gurugram,,"Rebright Partners, Wadhwani Foundation"
BankSathi,FinTech,Seed,0.0,New Delhi,,"Dinesh Godara, Aditya Talwar"
Spark Studio,EdTech,Seed,0.0,Bangalore,,Better Capital
BlissClub,Fashion,Seed,0.0,Bangalore,,Elevation Capital
BricSpaces,Real estate,Pre-seed,0.0,Bangalore,,Angel investors
ANSR,Consulting,Series B,0.0,Bangalore,,"Sistema Asia Capital, Evolvence India Fund"
Keito,AI company,Seed,0.0,Pune,,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Sports startup,Seed,0.0,Gurugram,,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Renewable Energy,Series A,0.0,Mumbai,,"JITO Angel Network, LetsVenture"
Karbon Card,FinTech,Pre-series A,0.0,Bangalore,,"MyAsia VC, Orios Venture Partners"
Wysa,AI company,Series A,0.0,Bangalore,,"W Health Ventures, Pi Ventures"
Agnikul,SpaceTech,Series A,0.0,Chennai,,"Artha India Ventures, Sriram Krishnan"
LegalPay,FinTech,Seed,0.0,New Delhi,,9Unicorns
Glamplus,SaaS startup,Pre-series A,0.0,Bangalore,,Inflection Point Ventures
Tekie,EdTech,Seed,0.0,Gurugram,,"GSV, Multiply Ventures"
Asirvad Microfinance,FinTech,0,0.0,Chennai,,"WorldBusiness Capital, Northern Arc"
Avalon Labs,FinTech,Pre-series A,0.0,Bangalore,,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,Matrimony,Pre-series A,0.0,Bangalore,,"Y Combinator, Rehan A Khan"
Koo,Social Media,Series B,0.0,Bangalore,,"Balaji Srinivasan, Naval Ravikant"
Rezo.ai,AI startup,Seed,0.0,Noida,,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,Pre-series A,0.0,Mumbai,,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Human Resources,Seed,0.0,Bangalore,,"Varun Alagh, Harish Daiya"
Clensta,BioTechnology,0,0.0,New Delhi,,"IAN Fund, World Startup Factory"
FarMart,AgriTech,Pre-series A,0.0,Gurugram,,"Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,Seed,0.0,Mumbai,,"Brex, Y-Combinator"
Polygon,Crypto,0,0.0,Mumbai,,"Mark Cuban, MiH Ventures"
Get My Parking,Mobility,0,0.0,New Delhi,,"IvyCap Ventures, IAN Fund"
Cellestial,Electronics,Pre-series A,0.0,Hyderabad,,"Gurj Aujla, Ashik K"
FanCode,Sports startup,0,0.0,Mumbai,,Dream Sports
Jai Kisan,FinTech,Series A,0.0,Mumbai,,"The Chatterjee Group, Prophetic Ventures"
Plum,HealthCare,Series A,0.0,Bangalore,,"Harsh Jain, Lalit Keshre"
ThatMate,HealthCare,0,0.0,Satara,,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,Pre-series A,0.0,Mumbai,,ah! Ventures
Convin,SaaS startup,Pre-seed,0.0,Bangalore,,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,Series A,0.0,Bangalore,,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,0,0.0,Ahmadabad,,Pravesh Mehta
MedTel Healthcare,HealthCare,Pre-series A,0.0,Orissia,,0
Pickright Technologies,FinTech,0,0.0,Bangalore,,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,Seed,0.0,New Delhi,,Lead Angels
BharatPe,FinTech,Debt,0.0,New Delhi,,"Amplo, Insight Partners"
RuleZero,Tech Startup,Seed,0.0,Bangalore,,"Induslaw, Reddy Futures"
Rubix Data Sciences,IT startup,Seed,0.0,Mumbai,,0
Locobuzz,Analytics,Series A,0.0,Mumbai,,Yuj Ventures
We Founder Circle,FinTech,Pre-seed,0.0,Mumbai,,Geekster
Haqdarshak,Finance,Pre-series A,0.0,Jaipur,,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,Seed,0.0,Mumbai,,Eaglewings Ventures
Enthu.ai,AI startup,0,0.0,Chandigarh,,Appit Simple Infotek
Myelin Foundry,AI startup,Pre-series A,0.0,Bangalore,,Beyond Next Ventures
SuperOps.ai,AI startup,Seed,0.0,Chennai,,"Ramakant Sharma, Elevation Capital"
6Degree,Retail,0,0.0,Mumbai,,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,Series A,0.0,Bangalore,,"Lightspeed India Partners, CM Ventures"
Sarathi,HealthCare,Seed,0.0,Jodhpur,,0
Jidoka Technologies,Software,Seed,0.0,Chennai,,0
Rapido,Transportation,Series C,0.0,Bangalore,,"Skycatcher, Nexus Venture Partners"
BYJU'S,EdTech,0,0.0,Bangalore,,"Tiga Investments, Baron Capital"
ElasticRun,E-commerce,Series D,0.0,Pune,,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,Debt,0.0,Bangalore,,"Alteria Capital, Matrix Partners India"
Nivesh,FinTech,Pre-series A,0.0,Noida,,"Raghav Kapur, Indian Angel Network"
Thingsup,IoT platform,0,0.0,Pune,,GSF Accelerator
Arthya Wealth and Investments,FinTech,Pre-series A,0.0,Mumbai,,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-commerce,0,60000000.0,Mumbai,,"Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,Series B,50000000.0,Bangalore,,"Capital Group, Falcon Edge"
Kiko Live,Commerce,Pre-series A,1000000.0,Gurugram,,"Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer Software,0,0.0,Hyderabad,,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,Pre-series A,1000000.0,Mumbai,,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Defense & Space,0,0.0,Bangalore,,Baring PE India
Ruptok Fintech,Financial Services,Pre-series A,2000000.0,New Delhi,,Manuvel Malabar Jewellers
VilCart,Retail,0,2000000.0,Bangalore,,Nabventures
Dogsee Chew,Food & Beverages,Pre-series A,7000000.0,Bangalore,,Sixth Sense Ventures
Advantage Club,HR Tech,Pre-series A,3300000.0,Gurugram,,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,0,150000.0,Bangalore,,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,0,92000000.0,Bangalore,,SternAegis Ventures
Leap India,Logistics & Supply Chain,0,10000000.0,Mumbai,,CDC Group
SuperBottoms,Consumer Goods,0,400000.0,Mumbai,,Alteria Capital
Cora Health,"Health, Wellness & Fitness",Seed,600000.0,Bangalore,,Indian Angel Network
Battery Smart,Renewables & Environment,Pre-series A,7000000.0,New Delhi,,"Blume Ventures, Orios Ventures"
The Good Glamm Group,Information Technology & Services,Series D,150000000.0,Pune,,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,"Health, Wellness & Fitness",Series A,24000000.0,Mumbai,,Sequoia
CloudFiles,SaaS startup,Pre-seed,300000.0,Bangalore,,Titan Capital
The Viral Fever,Entertainment,0,2000000.0,Mumbai,,BlackSoil
Xpand,Retail,Pre-series A,1500000.0,New Delhi,,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-commerce,Series A,7000000.0,Hyderabad,,OAKS Asset Management
Prodo,Business Supplies & Equipment,Pre-seed,300000.0,New Delhi,,"Titan Capital, LetsVenture"
Unnati,FinTech,Series A,7000000.0,Noida,,"Incofin, NabVentures, Orios"
Lysto,NFT,Seed,3000000.0,Bangalore,,BEENEXT
Wakefit,Furniture,Series C,20000000.0,Bangalore,,SIG
Buyofuel,Oil & Energy,Seed,100000.0,Coimbatore,,Inflection Point Ventures
ElectricPe,EV,Seed,3000000.0,Bangalore,,"Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,Series C,30000000.0,Pune,,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-learning,Pre-seed,100000.0,Surat,,"Ashish Jain, Ajay Surana"
Knocksense,Online Media,0,150000.0,Lucknow,,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,0,4500000.0,Ahmedabad,,"Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,0,17000000.0,Gurugram,,"Investcorp, Omidyar Network"
Doola,Company-as-a-Service,0,3000000.0,New York,,Nexus Venture Partners
EyeMyEye,Eyewear,Pre-series A,2000000.0,Gurugram,,2000000
Bombay Hemp Company,Textiles,0,2000000.0,Mumbai,,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,Pre-series A,3000000.0,Bangalore,,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,Series A,12000000.0,Chennai,,Kalaari Capital
Clinikk,Hospital & Health Care,Pre-series A,4000000.0,Bangalore,,MassMutual Ventures
Toplyne,Computer Software,0,2500000.0,Bangalore,,"Sequoia Capital , Together Fund"
Mensa,D2C,Series B,135000000.0,Bangalore,,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,Seed,8000000.0,Haryana,,"Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,Pre-series A,1600000.0,Chennai,,"Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,0,20000000.0,Mumbai,,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,Series A,15000000.0,New Delhi,,Sequoia Capital India
Velocity,Financial Services,Series A,20000000.0,Bangalore,,Valar Ventures
SalaryBox,Financial Services,Seed,4000000.0,Gurugram,,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,Seed,200000.0,Gurugram,,Inflection Point Ventures
Better Capital,Venture Capital & Private Equity,0,15000000.0,Santra,,0
Tickertape,Financial Services,0,5000000.0,Bangalore,,Smallcase
Zenpay Solutions,Financial Services,0,0.0,New Delhi,,"The StarupLab, AngelBay"
Disprz,E-learning,Series B,13000000.0,Mumbai,,"Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer Software,0,0.0,"Mountain View, CA",,Sequoia Capital
Inzpira,E-learning,Seed,300000.0,Trivandrum,,"Raj Nair, Gopinath Latpate"
Defy,Financial Services,0,5500000.0,Bangalore,,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,"Health, Wellness & Fitness",Seed,6000000.0,Gurugram,,"Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,0,0.0,Ahmedabad,,0
Toppersnotes,Education Management,Seed,1000000.0,Jaipur,,Inflection Point Ventures
NoBroker.com,Real Estate,Series E,2100000.0,Bangalore,,"General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,Series B,20000000.0,Pune,,Ascent Capital
True Balance,Financial Services,0,30000000.0,Gurugram,,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,0,400000.0,Hyderabad,,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,Seed,700000.0,New Delhi,,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,0,40000000.0,Gurugram,,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,Seed,500000.0,Bangalore,,"ah! Ventures, We Founder Circle"
Park+,Tech startup,Series B,25000000.0,New Delhi,,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,Pre-series,21000000.0,Bangalore,,0
Dream Sports,Sports,0,840000000.0,Mumbai,,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,Series E,248000000.0,Gurugram,,"Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,0,10000000.0,Bangalore,,"Accel, Bain Capital"
Slice,Financial Services,Series B,220000000.0,Bangalore,,"Tiger Global, Insight Partners"
21K School,E-learning,Pre-series A,5000000.0,Bangalore,,Ronnie Screwvala
Adda247,E-learning,Series B,20000000.0,Gurugram,,WestBridge Capital
Loop Health,Hospital & Health Care,0,12000000.0,Pune,,"Elevation, General Catalyst"
Rupifi,Financial Services,Debt,1000000.0,Bangalore,,Alteria Capital
RENEE Cosmetics,Cosmetics,Pre-series A,1500000.0,Ahmedabad,,"Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,Seed,400000.0,Gurugram,,Nueva
Progcap,FinTech,Series C,30000000.0,New Delhi,,Tiger Global
Smartstaff,Recruitment,0,4300000.0,Bangalore,,"Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,Seed,570000.0,Mumbai,,"Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-commerce,Pre-series A,2200000.0,Gurugram,,"Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,0,4700000.0,Mumbai,,Kvanto Payment Services
GramCover,Insurance,Series A,7000000.0,Noida,,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,0,300000000.0,Bangalore,,"Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,0,1300000.0,Bangalore,,"Kunal Shah, Better Capital"
Licious,Food & Beverages,Series G,52000000.0,Bangalore,,0
Chalo,Mobility,Series C,40000000.0,Mumbai,,"Lightrock India, Filter Capital"
Kaar Technologies,Information Technology & Services,0,4000000.0,Chennai,,BlackSoil
Kissan Pro,Farming,0,0.0,Jharkhand,,EKKI
Sunstone Eduversity,EdTech,Series B,28000000.0,Gurugram,,WestBridge Capital
Ozonetel,Telecommunications,Series A,5000000.0,Hyderabad,,Stakeboat Capital
CoinSwitch Kuber,Crypto,Series C,260000000.0,Bangalore,,"Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,Seed,3500000.0,Bangalore,,"BEENEXT, 3one4 Capital"
